id,group,group_at_test,date,height,mass,ift,x10m,x20m,dob,year,Maturity_offset,time_point,age_at_test,cutoff_year,season_start,age_sept1,age_group,max_force,rel_max_force,cmj_height,cmj_rsi,rj_ct,rj_height,rj_rsi
ETC18,u14s,u14s,2025-09-08,166,57.6,15.5,2.11,3.75,2013-05-16,25_26,1.1900435582044875,September 2025,12.32,2025,2025-09-01,12,u14s,NA,NA,17.6,0.3,199,14.1,0.71
ETC18,u12s,u12s,2024-04-04,159.5,51.8,NA,2.178717948717949,3.9385,2013-05-16,25_26,-0.16472799143604677,April 2024,10.89,2023,2023-09-01,10,u12s,1724,33.28185328185328,17.7,0.29,216,15.5,0.72
ETC18,u12s,u12s,2024-02-16,158,51,NA,2.22,3.93,2013-05-16,25_26,-0.2625324734592257,Feb 2024,10.75,2023,2023-09-01,10,u12s,1272,24.941176470588236,19.1,0.29,242,16.3,0.68
ETC19,u13s,u12s,2023-11-03,166.7,49.6,NA,2.04,3.62,2011-11-18,25_26,0.830096280354617,Autumn 2023,11.96,2023,2023-09-01,11,u12s,1107,22.318548387096772,21.9,0.41,147,16.8,1.15
ETC19,u13s,u12s,2024-04-05,168,52.6,16.5,1.99,3.53,2011-11-18,25_26,1.17210804841608,April 2024,12.38,2023,2023-09-01,11,u12s,1468,27.90874524714829,20.4,0.42,186,23.5,1.27
ETC19,u14s,u14s,2025-09-08,171,64.4,16,1.98,3.55,2011-11-18,25_26,2.4213730147979646,September 2025,13.81,2025,2025-09-01,13,u14s,NA,NA,21.6,0.37,166,22.6,1.36
ETC19,u14s,NA,2026-04-27,171.6,65.6,18,1.94,3.48,2011-11-18,25_26,2.839188826808025,April 2026,14.44,2025,2025-09-01,13,u14s,1590,24.23780487804878,24.7,0.45,162,26.7,1.64
ETC19,u13s,u14s,2025-04-16,171.1,61.1,17.5,2,3.54,2011-11-18,25_26,2.1162742487838067,April 2025,13.41,2024,2024-09-01,12,u14s,1808,29.590834697217677,24.4,0.41,183,26.3,1.43
ETC19,u14's,u14's,2026-01-05,171.8,61.8,NA,NA,NA,2011-11-18,25_26,2.6036239755405948,Jan 2026,14.13,2025,2025-09-01,13,u14s,2459,39.78964401294498,24,0.4,159,23.4,1.47
ETC19,u13s,u12s,2024-02-16,167,53.3,NA,2.07,3.55,2011-11-18,25_26,1.0228793685834878,Feb 2024,12.25,2023,2023-09-01,11,u12s,1368,25.666041275797376,22,0.45,188,23.4,1.25
ETC19,u13s,NA,2024-08-28,169.1,58.2,17,2.03,NA,2011-11-18,25_26,1.5372754306811571,August 2024,12.78,2023,2023-09-01,11,u12s,1647,28.298969072164947,20.6,0.34,189,21.5,1.14
ETC20,DS,u12s,2024-02-16,150,48.3,NA,2.19,3.86,2013-05-03,24_25,-0.7012747400000016,Feb 2024,10.79,2023,2023-09-01,10,u12s,1354,28.03312629399586,15.4,0.31,NA,NA,NA
ETC20,DS,u12s,2024-04-04,152.6,49.8,14,2.226923076923077,3.8625,2013-05-03,24_25,-0.6896618213211119,April 2024,10.92,2023,2023-09-01,10,u12s,1386,27.83132530120482,16.8,0.29,186,12.8,0.68
ETC21,u13s,u12s,2023-11-03,155.5,40.1,NA,2.1,3.7,2011-10-29,24_25,0.15111359473297614,Autumn 2023,12.01,2023,2023-09-01,11,u12s,923,23.017456359102244,17.8,0.27,202,15.4,0.76
ETC21,u13s,u12s,2024-04-05,159.5,46.2,15.5,2.13,3.69,2011-10-29,24_25,0.6640576528262492,April 2024,12.43,2023,2023-09-01,11,u12s,1124,24.329004329004327,25.2,0.48,171,18.6,1.09
ETC22,DS,u12s,2023-11-03,154.9,34.1,NA,2.15,3.8,2011-11-02,24_25,0.00856864717000494,Autumn 2023,12,2023,2023-09-01,11,u12s,1121,32.87390029325513,15.2,0.42,166,13.5,0.81
ETC22,DS,u12s,2024-02-16,156,36.2,NA,2.15,3.78,2011-11-02,24_25,0.31241975612442235,Feb 2024,12.29,2023,2023-09-01,11,u12s,991,27.375690607734803,17.9,0.29,189,14.4,0.76
ETC22,DS,u12s,2024-04-04,159.1,36.8,14,2.1466666666666665,3.856,2011-11-02,24_25,0.49622892335972973,April 2024,12.42,2023,2023-09-01,11,u12s,1121,30.461956521739133,15.9,0.3,198,18.6,0.94
ETC23,u13s,u12s,2024-02-16,150,43.7,NA,2.11,3.69,2012-05-16,24_25,-0.2361154340983635,Feb 2024,11.75,2023,2023-09-01,11,u12s,1111,25.423340961098397,14.6,0.27,184,22,1.14
ETC24,u13s,u12s,2024-04-05,152,38.6,16.5,2.17,3.84,2011-09-22,24_25,0.21636599460885753,April 2024,12.54,2023,2023-09-01,11,u12s,897,23.238341968911918,15.8,0.36,180,18.1,1
ETC24,u13s,u14s,2025-04-15,158.6,40.3,17.5,2.09,3.68,2011-09-22,24_25,1.2645282738094077,April 2025,13.56,2024,2024-09-01,12,u14s,NA,NA,23.5,0.4,169,21.9,1.3
ETC24,u13s,u12s,2024-02-16,150,37.2,NA,2.08,3.7,2011-09-22,24_25,0.0316037121311456,Feb 2024,12.4,2023,2023-09-01,11,u12s,895,24.059139784946236,18.5,0.47,191,20.6,1.08
ETC24,u13s,NA,2024-08-29,154.4,43.2,16.5,2.12,3.76,2011-09-22,24_25,0.6881266254084534,August 2024,12.93,2023,2023-09-01,11,u12s,964,22.314814814814813,19.9,0.34,187,19.9,1.07
ETC25,u12s,u12s,2025-09-08,152.4,39.8,NA,2.02,3.82,2013-10-02,25_26,-0.04694707573811052,September 2025,11.93,2025,2025-09-01,11,u12s,NA,NA,20.2,0.37,154,17.4,1.13
ETC25,u12s,u12s,2026-01-05,155,39.6,NA,NA,NA,2013-10-02,25_26,0.23296524421033993,Jan 2026,12.26,2025,2025-09-01,11,u12s,NA,NA,19.5,0.42,171,21.5,1.26
ETC25,u12s,NA,2026-04-27,157.3,42.3,NA,2.11,3.69,2013-10-02,25_26,0.5965094435581613,April 2026,12.57,2025,2025-09-01,11,u12s,1248,29.503546099290784,23.4,0.5,163,23.2,1.43
ETC25,u12s,u12s,2025-04-15,149,34.8,14,2.08,3.69,2013-10-02,25_26,-0.5796580613661851,April 2025,11.53,2024,2024-09-01,10,u12s,1146,32.931034482758626,20.3,0.47,167,19.1,1.14
ETC26,u12s,NA,2024-08-28,147.1,46.7,13,2.47,NA,2014-01-23,25_26,-1.0854757470743706,August 2024,10.6,2023,2023-09-01,9,u12s,1029,22.03426124197002,14.6,0.22,193,10.9,0.57
ETC26,u12s,NA,2026-04-27,159.2,61.4,16,2.36,4.29,2014-01-23,25_26,0.7073458615102899,April 2026,12.26,2025,2025-09-01,11,u12s,1568,25.537459283387623,14.5,0.24,192,13.4,0.7
ETC26,u12s,u12s,2026-01-05,157.7,59.4,NA,NA,NA,2014-01-23,25_26,0.4621624477735232,Jan 2026,11.95,2025,2025-09-01,11,u12s,1608,27.070707070707073,10.8,0.18,185,11.9,0.64
ETC26,u12s,u12s,2025-09-08,154,55.7,NA,2.43,4.44,2014-01-23,25_26,0.034224109106560596,September 2025,11.62,2025,2025-09-01,11,u12s,NA,NA,13.3,0.22,196,11.6,0.59
ETC26,u12s,u12s,2025-04-15,152,49.4,14,2.45,4.48,2014-01-23,25_26,NA,April 2025,11.22,2024,2024-09-01,10,u12s,1170,23.68421052631579,13.9,0.21,196,10.2,0.52
ETC27,u12s,NA,2024-08-28,156.3,40.4,16,2.13,NA,2013-12-28,25_26,-0.3531272578682007,August 2024,10.67,2023,2023-09-01,9,u12s,1058,26.18811881188119,22,0.27,206,18.9,0.92
ETC27,u12s,u12s,2025-04-15,161.9,44.3,18,2.1,3.68,2013-12-28,25_26,0.2686579886031108,April 2025,11.3,2024,2024-09-01,10,u12s,1316,29.706546275395034,27.6,0.43,181,19.6,1.08
ETC27,u12s,NA,2026-04-27,165.4,50.1,16.5,2.07,3.73,2013-12-28,25_26,1.0848996709186705,April 2026,12.33,2025,2025-09-01,11,u12s,1437,28.682634730538922,25.1,0.37,206,18.9,0.91
ETC27,u12s,u12s,2025-09-08,163.4,48.2,16.5,2.07,3.63,2013-12-28,25_26,0.6093801404955642,September 2025,11.7,2025,2025-09-01,11,u12s,NA,NA,26.8,0.5,184,14.5,0.79
ETC27,u12s,u12s,2026-01-05,165.3,50,NA,NA,NA,2013-12-28,25_26,0.912103571692068,Jan 2026,12.02,2025,2025-09-01,11,u12s,1431,28.62,26.1,0.49,212,21.1,0.99
ETC28,u12s,u12s,2025-04-15,140.2,34.1,15,2.15,3.85,2014-02-25,25_26,-1.2510031030484088,April 2025,11.13,2024,2024-09-01,10,u12s,1055,30.93841642228739,17.3,0.29,173,18.5,1.07
ETC28,u12s,NA,2026-04-27,148.2,41.3,NA,2.11,3.79,2014-02-25,25_26,-0.19913233941826192,April 2026,12.17,2025,2025-09-01,11,u12s,1151,27.869249394673126,16.8,0.22,157,16.2,1.03
ETC28,u12s,u12s,2025-09-08,143.1,37.2,NA,2.18,3.83,2014-02-25,25_26,-0.8861747355557468,September 2025,11.53,2025,2025-09-01,11,u12s,NA,NA,18.5,0.24,150,16.8,1.12
ETC28,u12s,u12s,2026-01-05,145.8,39.2,NA,NA,NA,2014-02-25,25_26,-0.5435252979942513,Jan 2026,11.86,2025,2025-09-01,11,u12s,1373,35.02551020408163,16.6,0.24,148,16.7,1.13
ETC28,u12s,NA,2024-08-28,134,32.6,15,2.16,NA,2014-02-25,25_26,-1.875999907558521,August 2024,10.51,2023,2023-09-01,9,u12s,921,28.251533742331286,17.7,0.27,171,18.7,1.1
ETC31,u13s,NA,2024-08-29,144.45,36.4,16,2.12,3.69,NA,NA,NA,August 2024,NA,2023,2023-09-01,NA,NA,1158,31.813186813186814,20,0.38,135,18.4,1.37
ETC31,u13s,u14s,2025-04-16,150.3,37.9,16.5,2.05,3.57,NA,NA,NA,April 2025,NA,2024,2024-09-01,NA,NA,1182,31.187335092348285,22,0.39,133,17.8,1.34
ETC32,u14s,u14s,2025-04-16,162,50.8,17.5,2.12,3.66,NA,NA,NA,April 2025,NA,2024,2024-09-01,NA,NA,1621,31.90944881889764,21.2,0.33,195,18.2,0.94
ETC33,u12s,NA,2024-08-29,147.5,35,14.5,2.26,4.1,2013-12-17,25_26,-1.1202545791755143,August 2024,10.7,2023,2023-09-01,9,u12s,707,20.2,16.2,0.27,194,16.5,0.85
ETC33,u12s,NA,2026-04-27,160.3,44.8,17,2.23,4.05,2013-12-17,25_26,0.6564436561670679,April 2026,12.36,2025,2025-09-01,11,u12s,961,21.450892857142858,16.9,0.27,191,17.8,0.93
ETC33,u12s,u12s,2025-09-08,155.4,42,16,2.38,4.19,2013-12-17,25_26,-0.03715269356887224,September 2025,11.73,2025,2025-09-01,11,u12s,NA,NA,16,0.24,195,15.9,0.81
ETC33,u12s,u12s,2026-01-05,158.4,45.2,NA,NA,NA,2013-12-17,25_26,0.3785236786733074,Jan 2026,12.05,2025,2025-09-01,11,u12s,1343,29.712389380530972,17.4,0.29,183,15.6,0.85
ETC36,u12s,u12s,2025-04-15,155.9,44.8,16.5,1.96,3.46,2012-11-07,25_26,0.38776948189309757,April 2025,12.44,2024,2024-09-01,11,u12s,1410,31.47321428571429,22.3,0.57,163,22.7,1.39
ETC36,u14s,u14s,2025-09-08,157.6,47.2,17,1.96,3.48,2012-11-07,25_26,0.7512597726229734,September 2025,12.84,2025,2025-09-01,12,u14s,NA,NA,23.2,0.57,171,19.6,1.14
ETC36,u12s,NA,2024-08-28,151.5,43.6,16,2.05,NA,2012-11-07,25_26,-0.20465372899745699,August 2024,11.81,2023,2023-09-01,10,u12s,1170,26.8348623853211,23,0.44,208,24,1.16
ETC36,u14's,u14's,2026-01-05,159.3,49.4,NA,NA,NA,2012-11-07,25_26,1.0816313417312367,Jan 2026,13.16,2025,2025-09-01,12,u14s,1844,37.32793522267207,25.2,0.48,191,23,1.2
ETC39,u12s,u12s,2025-04-15,146.8,38.6,15.5,2.25,3.92,2014-08-07,25_26,-1.1426467856848572,April 2025,10.69,2024,2024-09-01,10,u12s,885,22.927461139896373,22,0.37,196,18.8,0.96
ETC39,u12s,u12s,2025-09-08,149.5,42.9,NA,2.28,3.96,2014-08-07,25_26,-0.6280395321047344,September 2025,11.09,2025,2025-09-01,11,u12s,NA,NA,18.3,0.34,188,19,1.01
ETC39,u12s,NA,2026-04-27,153.4,48.7,16,2.28,4,2014-08-07,25_26,0.002768409413422601,April 2026,11.72,2025,2025-09-01,11,u12s,1247,25.605749486652975,18.1,0.32,194,18.6,0.96
ETC39,u12s,NA,2026-04-27,153.4,48.7,16,2.28,4,2014-08-07,25_26,0.002768409413422601,April 2026,11.72,2025,2025-09-01,11,u12s,1246,25.585215605749486,18.1,0.32,194,18.6,0.96
ETC39,u12s,u12s,2026-01-05,151.5,46.4,NA,NA,NA,2014-08-07,25_26,-0.36459156323378306,Jan 2026,11.41,2025,2025-09-01,11,u12s,1447,31.185344827586206,17.2,0.29,181,13.2,0.73
ETC39,u12s,NA,2024-08-28,143.5,36.8,15,2.25,NA,2014-08-07,25_26,-1.6254322651372264,August 2024,10.06,2023,2023-09-01,9,u12s,751,20.407608695652176,16.6,0.27,174,15,0.86
ETC41,u12s,NA,2024-08-28,149.7,35.8,17,1.96,NA,2012-11-02,25_26,-0.25290379745929004,August 2024,11.82,2023,2023-09-01,10,u12s,1175,32.821229050279335,27.7,0.34,201,21.7,1.08
ETC41,u14s,u14s,2025-09-08,157.3,41,18.5,1.9,3.29,2012-11-02,25_26,0.8759652596830058,September 2025,12.85,2025,2025-09-01,12,u14s,NA,NA,26.9,0.43,182,20.3,1.12
ETC41,u14s,NA,2026-04-27,161,45.5,18,1.89,3.32,2012-11-02,25_26,1.4108799865048902,April 2026,13.48,2025,2025-09-01,12,u14s,1379,30.307692307692307,24.8,0.38,204,22.7,1.12
ETC41,u12s,u12s,2025-04-15,154.3,38.3,19,1.93,3.38,2012-11-02,25_26,0.28158283217667,April 2025,12.45,2024,2024-09-01,11,u12s,1484,38.7467362924282,27.6,0.49,184,24.8,1.35
ETC41,u14's,u14's,2026-01-05,160.6,43.2,NA,NA,NA,2012-11-02,25_26,1.161061712757157,Jan 2026,13.18,2025,2025-09-01,12,u14s,1565,36.22685185185185,27.7,0.38,204,22,1.08
ETC42,u14s,NA,2026-04-27,157.9,49.5,16.5,2.06,3.58,2013-03-16,25_26,0.9906981972982719,April 2026,13.12,2025,2025-09-01,12,u14s,1158,23.393939393939394,21.7,0.32,170,16.1,0.95
ETC42,u14s,u14s,2025-09-08,157.4,46.1,17,2.03,3.56,2013-03-16,25_26,0.6055959844123159,September 2025,12.48,2025,2025-09-01,12,u14s,NA,NA,23.5,0.42,159,16,1.01
ETC42,u12s,u12s,2025-04-15,156,44.6,16.5,2,3.55,2013-03-16,25_26,NA,April 2025,12.08,2024,2024-09-01,11,u12s,1016,22.780269058295964,24.3,0.41,169,18.2,1.08
ETC43,u14s,NA,2026-04-27,162.4,48.8,19.5,2.04,3.57,2012-04-01,25_26,1.7732488313470556,April 2026,14.07,2025,2025-09-01,13,u14s,1410,28.893442622950822,22.1,0.38,193,27.2,1.41
ETC43,u14's,u14's,2026-01-05,161.5,46.2,NA,NA,NA,2012-04-01,25_26,1.5332024280946583,Jan 2026,13.76,2025,2025-09-01,13,u14s,1566,33.896103896103895,20.1,0.37,207,21.2,1.02
ETC43,u13s,NA,2024-08-29,155.55,43.1,17.5,2.14,3.73,2012-04-01,25_26,0.37696263826624477,August 2024,12.41,2023,2023-09-01,11,u12s,1147,26.612529002320183,15.2,0.37,204,22.2,1.09
ETC43,u14s,u14s,2025-09-08,160.3,46.6,20.5,1.97,3.45,2012-04-01,25_26,1.2558875443830149,September 2025,13.44,2025,2025-09-01,13,u14s,NA,NA,22.2,0.3,175,25.5,1.46
ETC43,u13s,u14s,2025-04-16,160,44.9,19,2.02,3.52,2012-04-01,25_26,1.0311904143424628,April 2025,13.04,2024,2024-09-01,12,u14s,1408,31.35857461024499,23.1,0.47,184,22.6,1.23
ETC44,u13s,NA,2024-08-29,158.3,47.2,16,2.02,3.47,NA,NA,NA,August 2024,NA,2023,2023-09-01,NA,NA,1388,29.406779661016948,25,0.34,256,21.2,0.83
ETC44,u13s,u14s,2025-04-15,160,44.5,18.5,1.91,3.3,NA,NA,NA,April 2025,NA,2024,2024-09-01,NA,NA,1492,33.52808988764045,31.4,0.44,175,26.2,1.5
ETC45,u13s,NA,2024-08-28,159.6,47,16,2.07,NA,NA,NA,NA,August 2024,NA,2023,2023-09-01,NA,NA,1259,26.78723404255319,20.2,0.29,208,14.3,0.69
ETC47,u14s,NA,2026-04-28,163.3,44.3,18.5,2,3.51,2011-12-31,25_26,2.0395079305340023,April 2026,14.32,2025,2025-09-01,13,u14s,1123,25.349887133182847,22.8,0.34,185,20.5,1.11
ETC47,u13s,NA,2024-08-29,153.1,43.4,15.5,2.05,3.59,2011-12-31,25_26,0.44003460602718836,August 2024,12.66,2023,2023-09-01,11,u12s,924,21.290322580645164,21.9,0.45,166,14.8,0.89
ETC47,u14s,u14s,2025-09-08,159.5,41.6,17,2.04,3.59,2011-12-31,25_26,1.415418905404386,September 2025,13.69,2025,2025-09-01,13,u14s,NA,NA,21.3,0.31,178,21.6,1.21
ETC47,u13s,u14s,2025-04-15,157,37.9,18,2.08,3.65,2011-12-31,25_26,NA,April 2025,13.29,2024,2024-09-01,12,u14s,1209,31.899736147757256,22.9,0.38,183,20.8,1.14
ETC48,u14s,NA,2024-08-28,166.65,56,14,2.13,NA,NA,NA,NA,August 2024,NA,2023,2023-09-01,NA,NA,1230,21.964285714285715,17.2,0.34,179,17.9,1
ETC49,u16s,u16s,2025-09-09,164.5,50.7,18.5,1.85,3.24,2011-07-18,25_26,1.9580626177076224,September 2025,14.15,2025,2025-09-01,14,u16s,NA,NA,23.2,0.45,177,24.3,1.37
ETC49,u14s,u14s,2025-04-16,163.7,50.1,18,2.05,3.52,2011-07-18,25_26,1.7063459648360562,April 2025,13.75,2024,2024-09-01,13,u14s,1629,32.51497005988024,20.5,0.4,164,22.5,1.37
ETC49,u16s,NA,2026-04-28,165.1,53.3,17.5,2.1,3.58,2011-07-18,25_26,2.4205229461946827,April 2026,14.78,2025,2025-09-01,14,u16s,1458,27.354596622889307,21.4,0.32,161,26.6,1.65
ETC50,u16s,NA,2024-08-28,172.05,59.3,14.5,1.97,NA,NA,NA,NA,August 2024,NA,2023,2023-09-01,NA,NA,1518,25.598650927487352,21.6,0.38,178,16.1,0.9
ETC51,u16s,u16s,2026-01-05,161.5,54.6,NA,NA,NA,2009-11-08,25_26,3.041071202032231,Jan 2026,16.16,2025,2025-09-01,15,u16s,1995,36.53846153846154,19.6,0.34,152,19.7,1.3
ETC51,u16s,u16s,2025-09-09,160.6,54.8,16,2.02,3.53,2009-11-08,25_26,2.807355517130757,September 2025,15.84,2025,2025-09-01,15,u16s,NA,NA,25,0.41,176,23.7,1.35
ETC51,u16s,NA,2024-08-28,160.5,55.3,15,2.03,NA,2009-11-08,25_26,2.214280645338541,August 2024,14.8,2023,2023-09-01,13,u14s,1464,26.47377938517179,22.8,0.37,154,15.8,1.03
ETC52,u16s,u16s,2025-09-09,170.2,53,18.5,2.02,3.55,2010-06-22,25_26,3.1112248101127573,September 2025,15.22,2025,2025-09-01,15,u16s,NA,NA,18.9,0.34,162,21.7,1.34
ETC52,u16s,u16s,2025-04-15,170.2,51.1,18,2.02,3.57,2010-06-22,25_26,2.862253488586687,April 2025,14.81,2024,2024-09-01,14,u16s,1809,35.40117416829745,16.9,0.3,178,20.3,1.14
ETC52,u16s,NA,2026-04-28,170.3,58.2,17,2.08,3.71,2010-06-22,25_26,3.575247091464634,April 2026,15.85,2025,2025-09-01,15,u16s,1744,29.965635738831615,18.3,0.35,159,20.6,1.29
ETC57,u16s,u16s,2026-01-05,161.5,56.8,NA,NA,NA,2010-08-14,25_26,2.539594618902242,Jan 2026,15.39,2025,2025-09-01,15,u16s,1799,31.672535211267608,26.2,0.49,163,21.5,1.32
ETC57,u16s,u16s,2025-09-09,162.8,55.6,18.5,1.92,3.41,2010-08-14,25_26,2.447782367474572,September 2025,15.07,2025,2025-09-01,15,u16s,NA,NA,25.5,0.48,148,23.2,1.56
ETC57,u16s,NA,2024-08-28,160,53.8,18,2.04,NA,2010-08-14,25_26,1.5788004280410939,August 2024,14.04,2023,2023-09-01,13,u14s,1247,23.17843866171004,23.7,0.35,172,15.4,0.9
ETC57,u16s,NA,2026-04-28,160.6,58.5,17.5,2.07,3.56,2010-08-14,25_26,2.71333242332254,April 2026,15.7,2025,2025-09-01,15,u16s,1650,28.205128205128204,23.9,0.41,165,20.4,1.23
ETC58,u16s,u16s,2025-09-09,162.9,56.1,18,1.96,3.5,2010-04-15,25_26,2.726937600362419,September 2025,15.4,2025,2025-09-01,15,u16s,NA,NA,23.8,0.43,150,24.7,1.65
ETC58,u16s,NA,2026-04-28,163,53.3,18,2.07,3.59,2010-04-15,25_26,3.0656589132319487,April 2026,16.04,2025,2025-09-01,15,u16s,1608,30.168855534709195,23.1,0.4,157,31,1.97
ETC58,u16s,u16s,2025-04-16,162.7,53.2,18,2.01,3.5,2010-04-15,25_26,2.421267677709066,April 2025,15,2024,2024-09-01,14,u16s,1413,26.56015037593985,22.4,0.32,147,20.2,1.37
ETC58,u16s,u16s,2026-01-05,163.5,54.2,NA,NA,NA,2010-04-15,25_26,2.9288467544867816,Jan 2026,15.73,2025,2025-09-01,15,u16s,1844,34.02214022140221,23.4,0.37,162,28.2,1.74
ETC58,u16s,NA,2024-08-29,161.9,52.9,17,2.03,3.55,2010-04-15,25_26,2.0349719321279465,August 2024,14.37,2023,2023-09-01,13,u14s,1245,23.534971644612476,18.1,0.25,152,24,1.58
ETC59,u12s,u12s,2025-09-08,146.3,45.2,16,2.25,3.98,2013-10-21,25_26,-0.3838039417429583,September 2025,11.88,2025,2025-09-01,11,u12s,NA,NA,19.3,0.26,183,15.4,0.84
ETC59,u12s,NA,2026-04-27,151.1,46,16.5,2.25,3.99,2013-10-21,25_26,0.2578170194786171,April 2026,12.52,2025,2025-09-01,11,u12s,1028,22.347826086956523,21.7,0.33,172,20.1,1.17
ETC59,u12s,u12s,2025-04-15,144.5,40.7,15.5,NA,NA,2013-10-21,25_26,-0.8445153623700069,April 2025,11.48,2024,2024-09-01,10,u12s,873,21.449631449631447,18,0.22,192,19,0.99
ETC59,u12s,u12s,2026-01-05,149.3,44.2,NA,NA,NA,2013-10-21,25_26,-0.018756193907625063,Jan 2026,12.21,2025,2025-09-01,11,u12s,1234,27.91855203619909,19.7,0.37,182,19,1.04
ETC60,u14s,u14s,2025-09-08,160,46.5,14.5,1.94,3.47,2013-05-16,25_26,0.8050187928082205,September 2025,12.32,2025,2025-09-01,12,u14s,NA,NA,21.5,0.27,172,18.3,1.07
ETC60,u14s,NA,2026-04-27,164.4,48.1,16,1.98,3.56,2013-05-16,25_26,1.41130713703153,April 2026,12.95,2025,2025-09-01,12,u14s,1200,24.948024948024948,23.3,0.31,177,21.9,1.24
ETC60,u12s,u12s,2025-04-15,155.5,42.2,13,2.11,3.76,2013-05-16,25_26,NA,April 2025,11.92,2024,2024-09-01,11,u12s,1190,28.19905213270142,21.5,0.35,180,17.8,0.98
ETC61,u14s,NA,2026-04-27,157.2,50.1,18,2.19,3.83,2013-05-11,25_26,0.8755882536608094,April 2026,12.96,2025,2025-09-01,12,u14s,1160,23.15369261477046,19.2,0.28,152,19.9,1.31
ETC61,u14s,u14s,2025-09-08,156.8,52.2,17,2.04,3.61,2013-05-11,25_26,0.469961615287392,September 2025,12.33,2025,2025-09-01,12,u14s,NA,NA,21.5,0.31,172,22.7,1.32
ETC61,u14's,u14's,2026-01-05,158.1,50.2,NA,NA,NA,2013-05-11,25_26,0.7233367715354926,Jan 2026,12.65,2025,2025-09-01,12,u14s,1345,26.792828685258964,15.7,0.2,162,20.7,1.28
RTC02,DS,u16s,2024-02-14,159,70.4,15,1.97,3.42,2007-11-20,24_25,3.0550376470728926,Feb 2024,16.23,2023,2023-09-01,15,u16s,1657,23.536931818181817,23.3,0.46,167,26.2,1.58
RTC21,DS,u16s,2023-09-09,156.4,48.8,19.5,1.85,3.23,2007-11-15,24_25,2.3607494081329916,Autumn 2023,15.82,2023,2023-09-01,15,u16s,1199,24.56967213114754,28.1,0.37,131,22.6,1.72
RTC23,DS,u16s,2024-02-21,170,62.4,16.5,1.94,3.33,2008-08-01,24_25,3.4159097593635486,Feb 2024,15.56,2023,2023-09-01,15,u16s,1605,25.721153846153847,23.3,0.26,181,21.4,1.19
RTC23,DS,u16s,2023-09-09,170.4,60.3,16.5,1.96,3.35,2008-08-01,24_25,3.1210659516651242,Autumn 2023,15.11,2023,2023-09-01,15,u16s,1496,24.80928689883914,22,0.31,163,22.6,1.39
RTC25,DS,u16s,2023-09-09,173.5,65.5,17,2,3.48,2007-10-05,24_25,3.957909229799058,Autumn 2023,15.93,2023,2023-09-01,15,u16s,1991,30.396946564885496,26,0.42,150,25.6,1.71
RTC25,DS,u16s,2024-04-05,174.6,64.8,16,2.04,3.54,2007-10-05,24_25,4.392574698176403,April 2024,16.5,2023,2023-09-01,15,u16s,1874,28.919753086419753,25.8,0.39,180,32.2,1.79
RTC26,DS,u16s,2023-09-09,168,67.8,18.5,2.03,3.56,2008-04-03,24_25,3.267323631682279,Autumn 2023,15.43,2023,2023-09-01,15,u16s,1369,20.191740412979353,25.4,0.35,NA,NA,NA
RTC29,DS,u16s,2023-09-09,171.6,62.9,17,1.89,3.33,2008-07-10,24_25,3.3176855231421873,Autumn 2023,15.17,2023,2023-09-01,15,u16s,1636,26.00953895071542,24.5,0.39,164,23.6,1.44
RTC29,DS,u16s,2024-02-14,172,66.2,15.5,1.9,3.33,2008-07-10,24_25,3.6510539568890574,Feb 2024,15.6,2023,2023-09-01,15,u16s,1956,29.54682779456193,26,0.44,159,22.3,1.4
RTC30,DS,u16s,2023-09-09,164.5,58.2,16.5,1.94,3.35,2008-01-27,24_25,2.993715179399506,Autumn 2023,15.62,2023,2023-09-01,15,u16s,1534,26.3573883161512,25.4,0.38,142,20.2,1.43
RTC30,DS,u16s,2023-09-09,164.5,58.2,16.5,1.94,3.35,2008-01-27,24_25,2.993715179399506,Autumn 2023,15.62,2023,2023-09-01,15,u16s,1534,26.3573883161512,19.2,0.25,142,20.2,1.43
RTC30,DS,u16s,2023-09-09,164.5,58.2,16.5,1.94,3.35,2008-01-27,24_25,2.993715179399506,Autumn 2023,15.62,2023,2023-09-01,15,u16s,1534,26.3573883161512,24.4,0.35,142,20.2,1.43
RTC30,DS,u16s,2023-09-09,164.5,58.2,16.5,1.94,3.35,2008-01-27,24_25,2.993715179399506,Autumn 2023,15.62,2023,2023-09-01,15,u16s,1534,26.3573883161512,23.8,0.33,142,20.2,1.43
RTC30,DS,u16s,2024-02-21,164,60.1,16,1.99,3.44,2008-01-27,24_25,3.2724200912621586,Feb 2024,16.07,2023,2023-09-01,15,u16s,NA,NA,24.1,0.35,147,19.7,1.34
RTC31,DS,u16s,2023-09-09,162.2,63.5,18,1.98,3.51,2008-05-30,24_25,2.705623890918374,Autumn 2023,15.28,2023,2023-09-01,15,u16s,1914,30.141732283464567,16.6,0.18,179,18.2,1.01
RTC31,DS,u16s,2024-04-09,168.6,64.4,18.5,2.07,3.6,2008-05-30,24_25,3.562251256618728,April 2024,15.86,2023,2023-09-01,15,u16s,2334,36.242236024844715,20,0.26,188,22.1,1.18
RTC31,DS,u16s,2024-02-20,167,65.4,NA,NA,NA,2008-05-30,24_25,3.3858441443185736,Feb 2024,15.73,2023,2023-09-01,15,u16s,NA,NA,18.3,0.2,168,17.6,1.05
